# GENERATED by build/derive-ipa.py --enc 101 --syllables 0 (CMUdict, General American).
# grapheme = euspelling; ipa = headword pronunciation; gloss = headword.
grapheme,ipa,gloss
evilduers,ˈiːvəlˌduːəɹz,evildoers
evocativ,ɪˈvɑkətɪv,evocative
evolv,ɪˈvɑlv,evolve
evry,ˈɛvəɹiː,every
evrybody,ˈɛvɹiːˌbɑdiː,everybody
evryday,ˈɛvɹiːˌdeɪ,everyday
evryman,ˈɛvɹiːmən,everyman
evryplace,ˈɛvɹiːˌpleɪs,everyplace
evrything,ˈɛvɹiːˌθɪŋ,everything
evrywhere,ˈɛvɹiːˌwɛɹ,everywhere
evrywun,ˈɛvɹiːˌwʌn,everyone
examin,ɪɡˈzæmɪn,examine
excessiv,ɪkˈsɛsɪv,excessive
excessivly,ɪkˈsɛsɪvliː,excessively
exclusiv,ɪkˈskluːsɪv,exclusive
exclusivly,ɪkˈskluːsɪvliː,exclusively
exclusivs,ɪkˈskluːsɪvz,exclusives
executiv,ɪɡˈzɛkjətɪv,executive
executivs,ɪɡˈzɛkjətɪvz,executives
exhaustiv,ɪɡˈzɔstɪv,exhaustive
exhaustivly,ɪɡˈzɑstɪvliː,exhaustively
expansiv,ɪkˈspænsɪv,expansive
expensiv,ɪkˈspɛnsɪv,expensive
expensivly,ˌɛkˈspɛnsɪvliː,expensively
expletiv,ˈɛksplətɪv,expletive
expletivs,ˈɛksplətɪvz,expletives
exploitativ,ˌɛkˈsplɔɪtətɪv,exploitative
exploitiv,ɪkˈsplɔɪtɪv,exploitive
explosiv,ɪkˈsploʊsɪv,explosive
explosivly,ˌɛkˈsploʊsɪvliː,explosively
explosivs,ɪkˈsploʊsɪvz,explosives
expressiv,ɪkˈspɹɛsɪv,expressive
exqhange,ɪksˈtʃeɪndʒ,exchange
exqhangeable,ɪksˈtʃeɪndʒəbəl,exchangeable
exqhanged,ɪksˈtʃeɪndʒd,exchanged
exqhanger,ɪksˈtʃeɪndʒəɹ,exchanger
exqhangers,ɪksˈtʃeɪndʒəɹz,exchangers
exqhanging,ɪksˈtʃeɪndʒɪŋ,exchanging
exqhecker,ˈɛksˌtʃɛkəɹ,exchequer
exquisit,ˈɛkskwəzət,exquisite
exquisitly,ˌɛkˈskwɪzɪtliː,exquisitely
extensiv,ɪkˈstɛnsɪv,extensive
extensivly,ɪkˈstɛnsɪvliː,extensively
extortionat,ɪkˈstɔɹʃənət,extortionate
faceduwn,ˈfeɪsˌdaʊn,facedown
facultativ,ˈfækəlˌteɪtɪv,facultative
faintharted,ˈfeɪntˌhɑɹtɪd,fainthearted
fairwether,ˈfɛɹˌwɛðəɹ,fairweather
famin,ˈfæmən,famine
famins,ˈfæmənz,famines
farmstedd,ˈfɑɹmˌstɛd,farmstead
farsihted,ˈfɑɹˌsaɪtəd,farsighted
farsihtedness,ˌfɑɹˈsaɪtɪdnəs,farsightedness
fashon,ˈfæʃən,fashion
fashonable,ˈfæʃənəbəl,fashionable
fashonably,ˈfæʃənəbliː,fashionably
fashoning,ˈfæʃənɪŋ,fashioning
fatighe,fəˈtiːɡ,fatigue
fatighed,fəˈtiːɡd,fatigued
fatighing,fəˈtiːɡɪŋ,fatiguing
favorit,ˈfeɪvəɹɪt,favorite
favorits,ˈfeɪvəɹɪts,favorites
fearsom,ˈfɪɹsəm,fearsome
federativ,ˈfɛdəɹətɪv,federative
feminin,ˈfɛmənən,feminine
festiv,ˈfɛstɪv,festive
fether,ˈfɛðəɹ,feather
fetherbed,ˈfɛðəɹˌbɛd,featherbed
fetherbedding,ˈfɛðəɹˌbɛdɪŋ,featherbedding
fethering,ˈfɛðəɹɪŋ,feathering
fetherless,ˈfɛðəɹləs,featherless
fetherly,ˈfɛðəɹliː,featherly
fetherweiht,ˈfɛðəɹˌweɪt,featherweight
fethery,ˈfɛðəɹiː,feathery
figurativ,ˈfɪɡjəɹətɪv,figurative
figurativly,fɪˈɡjʊɹətɪvliː,figuratively
figurehedd,ˈfɪɡjəɹˌhɛd,figurehead
fihter,ˈfaɪtəɹ,fighter
fihters,ˈfaɪtəɹz,fighters
fihting,ˈfaɪtɪŋ,fighting
fihtings,ˈfaɪtɪŋz,fightings
firefiht,ˈfaɪɹˌfaɪt,firefight
firefihter,ˈfaɪɹˌfaɪtəɹ,firefighter
firefihters,ˈfaɪəɹˌfaɪtəɹz,firefighters
firefihting,ˈfaɪɹˌfaɪtɪŋ,firefighting
firefihts,ˈfaɪɹˌfaɪts,firefights
firepuwer,ˈfaɪɹˌpaʊəɹ,firepower
firy,ˈfaɪəɹiː,fiery
fixativ,ˈfɪksətɪv,fixative
fixativs,ˈfɪksətɪvz,fixatives
flashliht,ˈflæʃˌlaɪt,flashlight
flashlihts,ˈflæʃˌlaɪts,flashlights
flathedd,ˈflætˌhɛd,flathead
flathedds,ˈflætˌhɛdz,flatheads
flihtier,ˈflaɪtiːəɹ,flightier
flihtiest,ˈflaɪtiːəst,flightiest
flihtless,ˈflaɪtləs,flightless
flihty,ˈflaɪtiː,flighty
flinqhing,ˈflɪntʃɪŋ,flinching
florrboard,ˈflɔɹˌbɔɹd,floorboard
florrboards,ˈflɔɹˌbɔɹdz,floorboards
florring,ˈflɔɹɪŋ,flooring
flowqhart,ˈfloʊˌtʃɑɹt,flowchart
flowqharts,ˈfloʊˌtʃɑɹts,flowcharts
fluddgate,ˈflʌdˌɡeɪt,floodgate
fluddgates,ˈflʌdˌɡeɪts,floodgates
fludding,ˈflʌdɪŋ,flooding
fluddliht,ˈflʌdˌlaɪt,floodlight
fluddplain,ˈflʌdˌpleɪn,floodplain
fluddwater,ˈflʌˌdwɔtəɹ,floodwater
fluddwaters,ˈflʌˌdwɔtəɹz,floodwaters
flurrish,ˈflɜɹɪʃ,flourish
flurrishing,ˈflɜɹɪʃɪŋ,flourishing
fluwer,ˈflaʊəɹ,flower
fluwering,ˈflaʊəɹɪŋ,flowering
fluwerpot,ˈflaʊəɹˌpɑt,flowerpot
fluwery,ˈflaʊəɹiː,flowery
footliht,ˈfʊtˌlaɪt,footlight
footlihts,ˈfʊtˌlaɪts,footlights
footwaer,ˈfʊˌtwɛɹ,footwear
forbaerance,fɔɹˈbɛɹəns,forbearance
forebaer,ˈfɔɹˌbɛɹ,forebear
forebaers,ˈfɔɹˌbɛɹz,forebears
forecloze,fɔɹˈkloʊz,foreclose
foreclozed,fɔɹˈkloʊzd,foreclosed
foreclozing,fɔɹˈkloʊzɪŋ,foreclosing
foregon,ˈfɔɹˌɡɔn,foregone
forehedd,ˈfɔɹhɛd,forehead
forehedds,ˈfɔɹˌhɛdz,foreheads
forelimm,ˈfɔɹˌlɪm,forelimb
forelimms,ˈfɔɹˌlɪmz,forelimbs
foremoste,ˈfɔɹˌmoʊst,foremost
foren,ˈfɔɹən,foreign
forener,ˈfɔɹənəɹ,foreigner
foreners,ˈfɔɹənəɹz,foreigners
foresiht,ˈfɔɹˌsaɪt,foresight
forewimen,ˈfɔɹwɪmɛn,forewomen
forfet,ˈfɔɹfɪt,forfeit
forfetable,ˈfɔɹfətəbəl,forfeitable
forfeted,ˈfɔɹfɪtɪd,forfeited
forfeting,ˈfɔɹfətɪŋ,forfeiting
forfeture,ˈfɔɹfətʃəɹ,forfeiture
forfetures,ˈfɔɹfətʃəɹz,forfeitures
forgiv,fəɹˈɡɪv,forgive
forgivness,fəɹˈɡɪvnəs,forgiveness
forgon,fɔɹˈɡɑn,forgone
formativ,ˈfɔɹmətɪv,formative
forrfold,ˈfɔɹˌfoʊld,fourfold
forrsom,ˈfɔɹsəm,foursome
forrsquare,ˈfɔɹˌskwɛɹ,foursquare
forrteen,ˈfɔɹˌtiːn,fourteen
forrteens,ˈfɔɹˌtiːnz,fourteens
forrteenth,ˈfɔɹˌtiːnθ,fourteenth
forrthly,ˈfɔɹθliː,fourthly
forswaer,fɔɹˈswɛɹ,forswear
forthriht,ˈfɔɹˌθɹaɪt,forthright
forthrihtly,ˈfɔɹˌθɹaɪtliː,forthrightly
forthrihtness,ˈfɔɹˌθɹaɪtnəs,forthrightness
fortniht,ˈfɔɹtˌnaɪt,fortnight
fortnihtly,ˈfɔɹtˌnaɪtliː,fortnightly
fortnihts,ˈfɔɹtˌnaɪts,fortnights
fortunat,ˈfɔɹtʃənət,fortunate
fortunatly,ˈfɔɹtʃənətliː,fortunately
fountan,ˈfaʊntən,fountain
foxglov,ˈfɑksˌɡlʌv,foxglove
franqhise,ˈfɹænˌtʃaɪz,franchise
franqhised,ˈfɹæntʃaɪzd,franchised
franqhisee,ˈfɹænˌtʃaɪˌziː,franchisee
franqhisees,ˌfɹæntʃaɪˈziːz,franchisees
franqhiser,ˈfɹænˌtʃaɪzəɹ,franchiser
franqhisers,ˈfɹænˌtʃaɪzəɹz,franchisers
franqhising,ˈfɹæntʃaɪzɪŋ,franchising
freihter,ˈfɹeɪtəɹ,freighter
freihters,ˈfɹeɪtəɹz,freighters
frendlier,ˈfɹɛndliːəɹ,friendlier
frendliest,ˈfɹɛndliːəst,friendliest
frendliness,ˈfɹɛndliːnɪs,friendliness
frendly,ˈfɹɛndliː,friendly
frendship,ˈfɹɛndʃɪp,friendship
frendships,ˈfɹɛndʃɪps,friendships
frenqhman,ˈfɹɛntʃmæn,frenchman
frenqhmen,ˈfɹɛntʃmɛn,frenchmen
frigat,ˈfɹɪɡət,frigate
frigats,ˈfɹɪɡəts,frigates
frihten,ˈfɹaɪtən,frighten
frihtening,ˈfɹaɪtənɪŋ,frightening
frihteningly,ˈfɹaɪtənɪŋliː,frighteningly
frihtful,ˈfɹaɪtfəl,frightful
frihtfully,ˈfɹaɪtfəliː,frightfully
fruhtcake,ˈfɹuːtˌkeɪk,fruitcake
fruhtcakes,ˈfɹuːtˌkeɪks,fruitcakes
fruhtful,ˈfɹuːtfəl,fruitful
fruhting,ˈfɹuːtɪŋ,fruiting
fruhtless,ˈfɹuːtləs,fruitless
fruhtlessly,ˈfɹuːtləsliː,fruitlessly
fruhty,ˈfɹuːtiː,fruity
fruwning,ˈfɹaʊnɪŋ,frowning
fruwningly,ˈfɹaʊnɪŋliː,frowningly
fugitiv,ˈfjuːdʒətɪv,fugitive
fugitivs,ˈfjuːdʒɪtɪvz,fugitives
fulsom,ˈfʊlsəm,fulsome
furloh,ˈfɜɹloʊ,furlough
furtiv,ˈfɜɹtɪv,furtive
furtivly,ˈfɜɹtɪvliː,furtively
fuwler,ˈfaʊləɹ,fowler
fuzible,ˈfjuːzəbəl,fusible
fynder,ˈfaɪndəɹ,finder
fynders,ˈfaɪndəɹz,finders
fynding,ˈfaɪndɪŋ,finding
fyndings,ˈfaɪndɪŋz,findings
gaiger,ˈɡeɪdʒəɹ,gauger
gaiging,ˈɡeɪdʒɪŋ,gauging
garantee,ˌɡɛɹənˈtiː,guarantee
garanteed,ˌɡɛɹənˈtiːd,guaranteed
garanteeing,ˌɡɛɹənˈtiːɪŋ,guaranteeing
garantor,ˌɡɛɹənˈtɔɹ,guarantor
garantors,ˌɡɛɹənˈtɔɹz,guarantors
garanty,ˌɡɛɹənˈtiː,guaranty
garded,ˈɡɑɹdəd,guarded
gardedly,ˈɡɑɹdɪdliː,guardedly
gardfish,ˈɡɑɹdˌfɪʃ,guardfish
gardian,ˈɡɑɹdiːən,guardian
gardians,ˈɡɑɹdiːənz,guardians
gardianship,ˈɡɑɹdiːənʃɪp,guardianship
garding,ˈɡɑɹdɪŋ,guarding
gardrail,ˈɡɑɹˌdɹeɪl,guardrail
gardrails,ˈɡɑɹˌdɹeɪlz,guardrails
gardsman,ˈɡɑɹdzˌmæn,guardsman
gardsmen,ˈɡɑɹdzmɪn,guardsmen
gargoyl,ˈɡɑɹˌɡɔɪl,gargoyle
gargoyls,ˈɡɑɹˌɡɔɪlz,gargoyles
gasliht,ˈɡæslaɪt,gaslight
gauqho,ˈɡaʊtʃoʊ,gaucho
gauqhos,ˈɡaʊtʃoʊz,gauchos
generativ,ˈdʒɛnəɹətɪv,generative
gentlewimen,ˈdʒɛntəlˌwɪmən,gentlewomen
genuin,ˈdʒɛnjəwən,genuine
genuinly,ˈdʒɛnjəwənliː,genuinely
genuinness,ˈdʒɛnjəwənɪs,genuineness
gherrilla,ɡəɹˈɪlə,guerrilla
gherrillas,ɡəɹˈɪləz,guerrillas
ghesser,ˈɡɛsəɹ,guesser
ghessers,ˈɡɛsəɹz,guessers
ghessing,ˈɡɛsɪŋ,guessing
ghesswork,ˈɡɛˌswɜɹk,guesswork
ghested,ˈɡɛstɪd,guested
ghesthouse,ˈɡɛstˌhaʊs,guesthouse
ghesthouses,ˈɡɛstˌhaʊsɪz,guesthouses
ghidance,ˈɡaɪdəns,guidance
ghidebook,ˈɡaɪdˌbʊk,guidebook
ghidebooks,ˈɡaɪdˌbʊks,guidebooks
ghided,ˈɡaɪdəd,guided
ghideline,ˈɡaɪdˌlaɪn,guideline
ghidelines,ˈɡaɪdˌlaɪnz,guidelines
ghideposte,ˈɡaɪdˌpoʊst,guidepost
ghidepostes,ˈɡaɪdˌpoʊsts,guideposts
ghider,ˈɡaɪdəɹ,guider
ghiding,ˈɡaɪdɪŋ,guiding
ghildhall,ˈɡɪldˌhɔl,guildhall
ghileless,ˈɡaɪlləs,guileless
ghiltless,ˈɡɪltlɪs,guiltless
ghilty,ˈɡɪltiː,guilty
ghitar,ɡɪˈtɑɹ,guitar
ghitarist,ˌɡɪˈtɑɹəst,guitarist
ghitarists,ˌɡɪˈtɑɹəsts,guitarists
ghitars,ɡɪˈtɑɹz,guitars
ghoolish,ˈɡuːlɪʃ,ghoulish
ghoolishly,ˈɡuːlɪʃliː,ghoulishly
gingerbredd,ˈdʒɪndʒəɹˌbɹɛd,gingerbread
giraff,dʒəɹˈæf,giraffe
giraffs,dʒəɹˈæfs,giraffes
girlfrend,ˈɡɜɹlˌfɹɛnd,girlfriend
girlfrends,ˈɡɜɹlˌfɹɛndz,girlfriends
givaway,ˈɡɪvəˌweɪ,giveaway
givaways,ˈɡɪvəˌweɪz,giveaways
givback,ˈɡɪvˌbæk,giveback
givbacks,ˈɡɪvˌbæks,givebacks
glissen,ˈɡlɪsən,glisten
glissening,ˈɡlɪsənɪŋ,glistening
gluwer,ˈɡlaʊəɹ,glower
gluwering,ˈɡlaʊəɹɪŋ,glowering
goalposte,ˈɡoʊlˌpoʊst,goalpost
godhedd,ˈɡɑdˌhɛd,godhead
goduwn,ˈɡoʊˌdaʊn,godown
goldeniye,ˈɡoʊldəˌnaɪ,goldeneye
goldfinqh,ˈɡoʊldˌfɪntʃ,goldfinch
goldfinqhes,ˈɡoʊldˌfɪntʃɪz,goldfinches
gostelike,ˈɡoʊstˌlaɪk,ghostlike
gostely,ˈɡoʊstliː,ghostly
graeter,ˈɡɹeɪtəɹ,greater
graetest,ˈɡɹeɪtəst,greatest
graetly,ˈɡɹeɪtliː,greatly
graetness,ˈɡɹeɪtnəs,greatness
granddauhter,ˈɡɹænˌdɔtəɹ,granddaughter
granddauhters,ˈɡɹænˌdɔtəɹz,granddaughters
grandqhildren,ˈɡɹænˌtʃɪldɹən,grandchildren
grandqhyld,ˈɡɹændˌtʃaɪld,grandchild
granit,ˈɡɹænət,granite
grapefruht,ˈɡɹeɪpˌfɹuːt,grapefruit
grapefruhts,ˈɡɹeɪpˌfɹuːts,grapefruits
grotesq,ɡɹoʊˈtɛsk,grotesque
grotesqly,ɡɹoʊˈtɛskliː,grotesquely
groundbraeking,ˈɡɹaʊndˌbɹeɪkɪŋ,groundbreaking
grouqhy,ˈɡɹaʊtʃiː,grouchy
gruesom,ˈɡɹuːsəm,gruesome
gruwling,ˈɡɹoʊlɪŋ,growling
grynder,ˈɡɹaɪndəɹ,grinder
grynders,ˈɡɹaɪndəɹz,grinders
grynding,ˈɡɹaɪndɪŋ,grinding
gryndstone,ˈɡɹaɪndˌstoʊn,grindstone
gujjen,ˈɡʌdʒən,gudgeon
gulash,ˈɡuːˌlɑʃ,goulash
gumshue,ˈɡʌmˌʃuː,gumshoe
gunfiht,ˈɡʌnˌfaɪt,gunfight
gunfihter,ˈɡʌnˌfaɪtəɹ,gunfighter
gunfihters,ˈɡʌnˌfaɪtəɹz,gunfighters
gunfihting,ˈɡʌnˌfaɪtɪŋ,gunfighting
gunfihts,ˈɡʌnˌfaɪts,gunfights
guwan,ˈɡaʊən,gowan
guwans,ˈɡaʊənz,gowans
haffback,ˈhæfˌbæk,halfback
haffbacks,ˈhæfˌbæks,halfbacks
haffharted,ˈhæfˌhɑɹtɪd,halfhearted
hafftime,ˈhæfˌtaɪm,halftime
hafftimes,ˈhæfˌtaɪmz,halftimes
hafftone,ˈhæfˌtoʊn,halftone
hafftones,ˈhæfˌtoʊnz,halftones
haffway,ˈhæfˌweɪ,halfway
hairdu,ˈhɛɹˌduː,hairdo
hairdus,ˈhɛɹˌduːz,hairdos
handkerqhif,ˈhæŋkəɹtʃɪf,handkerchief
handkerqhifs,ˈhæŋkəɹtʃəfs,handkerchiefs
handsom,ˈhænsəm,handsome
handsomly,ˈhænsəmliː,handsomely
harang,həɹˈæŋ,harangue
haranging,həɹˈæŋɪŋ,haranguing
hardhedd,ˈhɑɹdˌhɛd,hardhead
hardhedded,ˈhɑɹdˌhɛdɪd,hardheaded
hartache,ˈhɑɹˌteɪk,heartache
hartbeat,ˈhɑɹtˌbiːt,heartbeat
hartbeats,ˈhɑɹtˌbiːts,heartbeats
hartbraek,ˈhɑɹtˌbɹeɪk,heartbreak
hartbraeking,ˈhɑɹtˌbɹeɪkɪŋ,heartbreaking
hartbraeks,ˈhɑɹtˌbɹeɪks,heartbreaks
hartbroken,ˈhɑɹtˌbɹoʊkən,heartbroken
hartburn,ˈhɑɹtˌbɜɹn,heartburn
harted,ˈhɑɹtəd,hearted
harten,ˈhɑɹtən,hearten
hartening,ˈhɑɹtənɪŋ,heartening
hartfelt,ˈhɑɹtˌfɛlt,heartfelt
hartier,ˈhɑɹtiːəɹ,heartier
hartiest,ˈhɑɹtiːəst,heartiest
hartily,ˈhɑɹtəliː,heartily
hartland,ˈhɑɹtˌlænd,heartland
hartless,ˈhɑɹtləs,heartless
hartthrob,ˈhɑɹtˌθɹɑb,heartthrob
hartthrobs,ˈhɑɹtˌθɹɑbz,heartthrobs
hartwarming,ˈhɑɹˌtwɔɹmɪŋ,heartwarming
hartwood,ˈhɑɹˌtwʊd,heartwood
harty,ˈhɑɹtiː,hearty
hauhtily,ˈhɔtɪliː,haughtily
hauhty,ˈhɔtiː,haughty
havlock,ˈhævˌlɑk,havelock
havving,ˈhævɪŋ,halving
heddache,ˈhɛˌdeɪk,headache
heddaches,ˈhɛˌdeɪks,headaches
heddband,ˈhɛdˌbænd,headband
heddbands,ˈhɛdˌbændz,headbands
heddboard,ˈhɛdˌbɔɹd,headboard
heddboards,ˈhɛdˌbɔɹdz,headboards
heddcount,ˈhɛdˌkaʊnt,headcount
heddcounts,ˈhɛdˌkaʊnts,headcounts
hedded,ˈhɛdəd,headed
hedder,ˈhɛdəɹ,header
hedders,ˈhɛdəɹz,headers
heddfirst,ˈhɛdˌfɜɹst,headfirst
heddgear,ˈhɛdˌɡɪɹ,headgear
heddhunter,ˈhɛdˌhʌntəɹ,headhunter
heddhunters,ˈhɛdˌhʌntəɹz,headhunters
hedding,ˈhɛdɪŋ,heading
heddings,ˈhɛdɪŋz,headings
heddless,ˈhɛdləs,headless
heddliht,ˈhɛdˌlaɪt,headlight
heddlihts,ˈhɛdˌlaɪts,headlights
heddline,ˈhɛdˌlaɪn,headline
heddlined,ˈhɛdˌlaɪnd,headlined
heddliner,ˈhɛdˌlaɪnəɹ,headliner
heddliners,ˈhɛdˌlaɪnəɹz,headliners
heddlining,ˈhɛdˌlaɪnɪŋ,headlining
heddlong,ˈhɛdˌlɔŋ,headlong
heddman,ˈhɛdmən,headman
heddmaster,ˈhɛdˌmæstəɹ,headmaster
heddmasters,ˈhɛdˌmæstəɹz,headmasters
heddmistress,ˈhɛdˌmɪstɹəs,headmistress
heddmistresses,ˈhɛdˌmɪstɹəsəz,headmistresses
heddphone,ˈhɛdˌfoʊn,headphone
heddphones,ˈhɛdˌfoʊnz,headphones
heddqheese,ˈhɛdˌtʃiːz,headcheese
heddquarter,ˈhɛdˌkwɔɹtəɹ,headquarter
heddress,ˈhɛˌdɹɛs,headdress
heddresses,ˈhɛdˌdɹɛsəz,headdresses
heddrest,ˈhɛˌdɹɛst,headrest
heddrests,ˈhɛˌdɹɛsts,headrests
heddroom,ˈhɛˌdɹuːm,headroom
heddset,ˈhɛdˌsɛt,headset
heddsets,ˈhɛdˌsɛts,headsets
heddship,ˈhɛdˌʃɪp,headship
heddsman,ˈhɛdzmən,headsman
heddstart,ˈhɛdˌstɑɹt,headstart
heddstarts,ˈhɛdˌstɑɹts,headstarts
heddstone,ˈhɛdˌstoʊn,headstone
heddstones,ˈhɛdˌstoʊnz,headstones
heddstrong,ˈhɛdˌstɹɔŋ,headstrong
heddwater,ˈhɛˌdwɔtəɹ,headwater
heddwaters,ˈhɛˌdwɔtəɹz,headwaters
heddway,ˈhɛˌdweɪ,headway
heddwind,ˈhɛˌdwɪnd,headwind
heddwinds,ˈhɛˌdwɪndz,headwinds
heddy,ˈhɛdiː,heady
heffer,ˈhaɪfəɹ,heifer
heffers,ˈhɛfəɹz,heifers
helthful,ˈhɛlθfəl,healthful
helthier,ˈhɛlθiːəɹ,healthier
helthiest,ˈhɛlθiːɪst,healthiest
helthiness,ˈhɛlθiːnəs,healthiness
helthy,ˈhɛlθiː,healthy
henqhman,ˈhɛntʃmən,henchman
henqhmen,ˈhɛntʃmən,henchmen
hether,ˈhɛðəɹ,heather
hethers,ˈhɛðəɹz,heathers
heven,ˈhɛvən,heaven
hevenly,ˈhɛvənliː,heavenly
hevier,ˈhɛviːəɹ,heavier
hevies,ˈhɛviːz,heavies
heviest,ˈhɛviːəst,heaviest
hevily,ˈhɛvəliː,heavily
hevy,ˈhɛviː,heavy
hevyset,ˈhɛviːˌsɛt,heavyset
hevyweiht,ˈhɛviːˌweɪt,heavyweight
hevyweihts,ˈhɛviːˌweɪts,heavyweights
hibaqhi,həˈbɑtʃiː,hibachi
hiccoff,ˈhɪkəp,hiccough
hihboy,ˈhaɪˌbɔɪ,highboy
hihbruw,ˈhaɪˌbɹaʊ,highbrow
hihbruws,ˈhaɪˌbɹaʊz,highbrows
hiher,ˈhaɪəɹ,higher
hihest,ˈhaɪəst,highest
hihfalutin,ˌhaɪfəˈluːtɪn,highfalutin
hihflier,ˈhaɪˌflaɪəɹ,highflier
hihfliers,ˈhaɪˌflaɪəɹz,highfliers
hihflying,ˈhaɪˌflaɪɪŋ,highflying
hihland,ˈhaɪlənd,highland
hihlander,ˈhaɪˌlændəɹ,highlander
hihlanders,ˈhaɪˌlændəɹz,highlanders
hihlands,ˈhaɪləndz,highlands
hihliht,ˈhaɪˌlaɪt,highlight
hihlihted,ˈhaɪˌlaɪtɪd,highlighted
hihlihting,ˈhaɪˌlaɪtɪŋ,highlighting
hihly,ˈhaɪliː,highly
hihman,ˈhaɪmən,highman
hihness,ˈhaɪnəs,highness
hihschool,ˈhaɪˌskuːl,highschool
hihschools,ˈhaɪˌskuːlz,highschools
hihten,ˈhaɪtən,heighten
hihtening,ˈhaɪtənɪŋ,heightening
hihway,ˈhaɪˌweɪ,highway
hihways,ˈhaɪˌweɪz,highways
hithertu,ˈhɪˌðɜɹˌtuː,hitherto
hoeduwn,ˈhoʊˌdaʊn,hoedown
homebilder,ˈhoʊmˌbɪldəɹ,homebuilder
homebilders,ˈhoʊmˌbɪldəɹz,homebuilders
homebilding,ˈhoʊmˌbɪldɪŋ,homebuilding
homestedd,ˈhoʊmˌstɛd,homestead
homestedded,ˈhoʊmˌstɛdɪd,homesteaded
homestedder,ˈhoʊmstɛdəɹ,homesteader
homestedders,ˈhoʊmstɛdəɹz,homesteaders
hometuwn,ˈhoʊmˌtaʊn,hometown
hometuwns,ˈhoʊmˌtaʊnz,hometowns
honny,ˈhʌniː,honey
honnybee,ˈhʌniːˌbiː,honeybee
honnybees,ˈhʌniːˌbiːz,honeybees
honnycohm,ˈhʌniːˌkoʊm,honeycomb
honnydew,ˈhʌniːˌduː,honeydew
honnymoon,ˈhʌniːˌmuːn,honeymoon
honnymooner,ˈhʌniːˌmuːnəɹ,honeymooner
honnymooners,ˈhʌniːˌmuːnəɹz,honeymooners
honnysuckle,ˈhʌniːˌsʌkəl,honeysuckle
honnysuckles,ˈhʌniːˌsʌkəlz,honeysuckles
honqho,ˈhɔntʃoʊ,honcho
hoodunit,huːˈdʌnɪt,whodunit
hoodunits,huːˈdʌnɪts,whodunits
hooever,huːˈɛvəɹ,whoever
hoomever,huːˈmɛvəɹ,whomever
hoomsoever,ˌhuːmsoʊˈɛvəɹ,whomsoever
hooqhie,ˈhuːtʃiː,hoochie
hoosoever,ˌhuːsoʊˈɛvəɹ,whosoever
horsehedd,ˈhɔɹsˌhɛd,horsehead
horsepuwer,ˈhɔɹˌspaʊəɹ,horsepower
horseshue,ˈhɔɹsˌʃuː,horseshoe
houseghest,ˈhaʊsɡɛst,houseguest
houseghests,ˈhaʊsɡɛsts,houseguests
housewriht,ˈhaʊsˌɹaɪt,housewright
houzing,ˈhaʊzɪŋ,housing
humankynd,ˈhjuːmənˌkaɪnd,humankind
hundredweiht,ˈhʌndɹəˌdweɪt,hundredweight
hunqhback,ˈhʌntʃˌbæk,hunchback
hussle,ˈhʌsəl,hustle
hussled,ˈhʌsəld,hustled
hussler,ˈhʌsələɹ,hustler
husslers,ˈhʌsələɹz,hustlers
hussling,ˈhʌsəlɪŋ,hustling
huwdy,ˈhaʊdiː,howdy
huwever,ˌhaʊˈɛvəɹ,however
huwitzer,ˈhaʊətsəɹ,howitzer
huwitzers,ˈhaʊətsəɹz,howitzers
huwler,ˈhaʊləɹ,howler
huwling,ˈhaʊlɪŋ,howling
hydropuwer,ˈhaɪdɹoʊˌpaʊɹ,hydropower
hyndquarter,ˈhaɪndˌkwɔɹtəɹ,hindquarter
hyndquarters,ˈhaɪndˌkwɔɹtəɹz,hindquarters
hyndsiht,ˈhaɪndˌsaɪt,hindsight
hyperactiv,ˌhaɪpəɹˈæktɪv,hyperactive
hypersensitiv,ˌhaɪpəɹˈsɛnsɪtɪv,hypersensitive
hypertensiv,ˌhaɪpəɹˈtɛnsɪv,hypertensive
hypocrit,ˈhɪpəˌkɹɪt,hypocrite
hypocrits,ˈhɪpəˌkɹɪts,hypocrites
icebraeker,ˈaɪsˌbɹeɪkəɹ,icebreaker
icebraekers,ˈaɪsˌbɹeɪkəɹz,icebreakers
ihland,ˈaɪlənd,island
ihlander,ˈaɪləndəɹ,islander
ihlanders,ˈaɪləndəɹz,islanders
ihlet,ˈaɪlɪt,islet
ihlets,ˈaɪlɪts,islets
illiterat,ɪˈlɪtəɹət,illiterate
illiterats,ˌɪˈlɪtəɹəts,illiterates
illusiv,ɪˈluːsɪv,illusive
illustrativ,ɪˈlʌstɹətɪv,illustrative
imagin,ɪˈmædʒən,imagine
imaginativ,ɪˈmædʒənətɪv,imaginative
imaginativly,ɪˈmædʒənətɪvliː,imaginatively
imitativ,ˈɪməˌteɪtɪv,imitative
immaculat,ɪˈmækjuːlɪts,immaculate
immaculatly,ɪˈmækjələtliː,immaculately
immediat,ɪˈmiːdiːət,immediate
immediatly,ɪˈmiːdiːətliː,immediately
immesurable,ɪˈmɛʒəɹˌæbəl,immeasurable
immesurably,ɪˈmɛʒəɹˌæbliː,immeasurably
immoovable,ɪˈmuːvəbəl,immovable
impassiv,ɪmˈpæsɪv,impassive
impassivly,ɪmˈpæsɪvliː,impassively
impeaqh,ɪmˈpiːtʃ,impeach
impeaqhable,ɪmˈpiːtʃəbəl,impeachable
